id_sesion,rol,texto,emocion
S109,familia,"o sea, quisiera entender la tarea para estar mejor; tristeza. 😓",tristeza
S124,familia,Estoy intentando con la conducta y calma.,calma
S133,docente,"no sé, no sé cómo manejar la escuela; me frustra.",frustración
S128,docente,"como que, estoy intentando con las emociones y ansiedad. y nervios",ansiedad
S101,familia,"en fin, quisiera entender la conducta para estar mejor; me acelero. y me acelero",ansiedad
S001,familia,"Me cansa la comunicacion, pero sigo; esperanza.",esperanza
S016,familia,Siento un nudo por la conducta; alegría. ,alegría
S117,docente,Hoy la comunicacion estuvo pesado; va a mejorar.,esperanza
S128,familia,Con los cambios me siento agotada y animo.,esperanza
S114,docente,"mmm, siento un nudo por el descanso; enojo.",frustración
S079,familia,A ratos estoy inquieta; alegría. 🙂,alegría
S050,docente,"a veces, con la rutina me siento inquieta y esperanza.",esperanza
S088,familia,"la verdad, hoy los cambios estuvo pesado; alegría.",alegría
S060,familia,Estoy intentando con la evaluación y salida.,esperanza
S145,familia,A ratos estoy desanimada; ánimo.,esperanza
S047,familia,Hoy el descanso estuvo pesado; me irrita. y enojo,frustración
S116,docente,Con la conducta me siento agotada y confianza. y confianza,esperanza
S005,familia,"en fin, no se como manejar la comunicacion; me frustra.",tristeza
S147,familia,A ratos estoy tensa; tranquila. y serena,calma
S053,familia,Estoy intentando con la rutina y me pone triste. y me pone triste,tristeza
S014,familia,"en fin, estoy intentando con las emociones y tristeza. y me duele",tristeza
S040,docente,"o sea, estoy intentando con la comunicación y me irrita.",frustración
S037,docente,"Me cansa el descanso, pero sigo; llorar. y tristeza",ansiedad
S107,familia,Siento que con la atención voy lento; me preocupa.,ansiedad
S136,familia,"tal vez, siento un nudo por los cambios; me frustra.",frustración
S046,familia,"tal vez, estoy intentando con la rutina y llorar.",tristeza
S157,familia,"como que, estoy intentando con la atención y ánimo.",calma
S120,familia,"pues, a ratos estoy con esperanza; miedo.",ansiedad
S087,familia,"Me cansa la evaluación, pero sigo; me emociona. y me emociona",alegría
S120,familia,"a veces, hoy la escuela estuvo pesado; tristeza. y vacío 😓",tristeza
S016,familia,Estoy intentando con la tarea y ánimo.,esperanza
S088,familia,"mmm, hoy la tarea estuvo pesado; confianza. y esperanza 😔",esperanza
S040,docente,"o sea, hoy la evaluación estuvo pesado; enojo.",frustración
S054,familia,"siento que, siento un nudo por las emociones; animo. y esperanza 🥲",esperanza
S079,docente,A ratos estoy con esperanza; salida. y esperanza,esperanza
S097,docente,"Me cansa la evaluacion, pero sigo; llorar. y vacio 🙂",tristeza
S112,familia,"mmm, a ratos estoy desanimada; me acelero.",ansiedad
S001,familia,Estoy intentando con la tarea y tranquila. y respiro,calma
S040,familia,Hoy la atención estuvo pesado; frustración.,frustración
S056,docente,"como que, con la tarea me siento tranquila y esperanza.",esperanza
S119,docente,"a veces, siento un nudo por la escuela; me emociona. y alegria 🙂",alegría
S085,familia,Hoy las emociones estuvo pesado; me emociona.,alegría
S154,familia,"mmm, siento que con el descanso voy lento; me preocupa.",ansiedad
S052,familia,"o sea, a ratos estoy agotada; enojo.",frustración
S102,docente,Estoy intentando con la tarea y serena. y respiro,calma
S131,docente,A ratos estoy serena; calma. ,calma
S051,familia,Siento que con la conducta voy lento; me duele.,tristeza
S080,familia,"en fin, me cansa el descanso, pero sigo; llorar. y llorar 😔",tristeza
S082,familia,Estoy intentando con la comunicación y nervios.,ansiedad
S022,familia,"mmm, no sé cómo manejar la conducta; ánimo.",esperanza
S135,familia,"tal vez, hoy la rutina estuvo pesado; me pone triste.",tristeza
S140,docente,"Me cansa la conducta, pero sigo; desespero.",frustración
S080,familia,Quisiera entender la escuela para estar mejor; nervios.,ansiedad
S041,familia,"a veces, estoy intentando con la tarea y va a mejorar.",esperanza
S069,familia,Hoy la comunicación estuvo pesado; calma. y calma,calma
S121,docente,Hoy el descanso estuvo pesado; me pone triste. 🥲,tristeza
S036,familia,"la verdad, siento que con la tarea voy lento; me emociona. y contenta",esperanza
S091,familia,"Me cansa el descanso, pero sigo; frustración.",frustración
S032,familia,Siento un nudo por la comunicacion; ilusion.,alegría
S110,familia,"pues, hoy la conducta estuvo pesado; llorar. y me duele ",tristeza
S106,familia,No se como manejar el descanso; miedo.,ansiedad
S116,familia,"en fin, hoy la rutina estuvo pesado; ansiedad.",frustración
S099,familia,A ratos estoy estresada; tranquila. y calma,calma
S071,familia,Siento un nudo por la conducta; vacio. y me duele 😓,tristeza
S120,familia,"no sé, quisiera entender el descanso para estar mejor; me frustra.",frustración
S119,docente,"como que, quisiera entender el descanso para estar mejor; enojo. 😮‍💨",frustración
S141,docente,"la verdad, siento que con las emociones voy lento; miedo.",ansiedad
S017,familia,"la verdad, estoy intentando con el descanso y miedo.",ansiedad
S095,familia,"o sea, hoy la atención estuvo pesado; en paz. y calma 🙂",calma
S025,docente,"en fin, hoy la escuela estuvo pesado; calma. y serena",calma
S074,familia,"Me cansa la tarea, pero sigo; me irrita.",frustración
S085,familia,"como que, con la evaluación me siento tranquila y miedo. y me preocupa",tristeza
S096,familia,Estoy intentando con la rutina y en paz.,calma
S081,familia,"en fin, siento que con la comunicación voy lento; confianza.",esperanza
S015,familia,Con la escuela me siento agotada y en paz.,calma
S118,familia,"tal vez, hoy los cambios estuvo pesado; esperanza.",esperanza
S137,docente,A ratos estoy estresada; esperanza.,esperanza
S160,familia,"no se, a ratos estoy tensa; va a mejorar.",esperanza
S149,familia,"Me cansa las emociones, pero sigo; frustración. 😮‍💨",frustración
S020,familia,"pues, a ratos estoy contenta; en paz.",calma
S052,familia,"tal vez, a ratos estoy tensa; ansiedad.",ansiedad
S047,familia,"a veces, hoy la escuela estuvo pesado; esperanza.",esperanza
S069,familia,A ratos estoy inquieta; respiro. y en paz ,calma
S021,familia,Siento un nudo por la conducta; me acelero. y me acelero 😮‍💨,ansiedad
S121,familia,Quisiera entender la comunicación para estar mejor; va a mejorar. y ánimo,calma
S017,familia,Siento un nudo por los cambios; desespero.,frustración
S131,familia,"a veces, estoy intentando con la comunicacion y llorar. y me pone triste",tristeza
S045,docente,"mmm, siento un nudo por la atención; me duele.",tristeza
S011,familia,"no sé, siento un nudo por la evaluación; me frustra. y enojo",frustración
S103,familia,A ratos estoy estresada; respiro. y en paz,calma
S009,docente,"la verdad, a ratos estoy estresada; respiro. ",calma
S016,docente,Siento que con el descanso voy lento; en paz. y calma,calma
S118,familia,"en fin, siento un nudo por los cambios; miedo. y me acelero",tristeza
S156,familia,Quisiera entender las emociones para estar mejor; miedo.,ansiedad
S125,familia,"como q, noo se como manejar la conducta; ilusion. 😓",alegría
S106,docente,"Me cansa la comunicacion, pero sigo; va a mejorar.",esperanza
S024,docente,"siento que, no sé cómo manejar la evaluación; tristeza.",tristeza
S149,familia,"mmm, siento que con la atencion voy lento; miedo.",frustración
S157,docente,"mmm, siento un nudo por las emociones; esperanza.",esperanza
S148,familia,Quisiera entender los cambios para estar mejor; salida. y confianza 😔,esperanza
S148,familia,Siento que con la escuela voy lento; alegría. 🥲,alegría
S097,familia,Estoy intentando con la evaluación y ánimo.,esperanza
S129,familia,"tal vez, me cansa la atención, pero sigo; va a mejorar. 😮‍💨",esperanza
S060,familia,"tal vez, hoy la tarea estuvo pesado; ansiedad.",ansiedad
S156,docente,"tal vez, quisiera entender la comunicacion para estar mejor; me preocupa.",ansiedad
S127,familia,Con la escuela me siento con esperanza y en paz.,calma
S044,docente,A ratos estoy agotada; ánimo.,esperanza
S125,familia,"siento que, noo se como manejar la comunicacion; en paz. y en paz",calma
S126,familia,"tal vez, con las emociones me siento estresada y me irrita. y frustracion",frustración
S132,docente,"siento que, a ratos estoy inquieta; desespero. y frustración",frustración
S007,familia,"a veces, hoy el descanso estuvo pesado; va a mejorar.",esperanza
S102,docente,"Me cansa la conducta, pero sigo; tranquila.",calma
S006,docente,"mmm, quisiera entender la comunicacion para estar mejor; enojo.",frustración
S132,familia,Hoy el descanso estuvo pesado; ánimo.,esperanza
S073,familia,"mmm, hoy la atención estuvo pesado; me acelero.",ansiedad
S058,familia,"a veces, con la rutina me siento desanimada y salida.",esperanza
S063,familia,Hoy el descanso estuvo pesado; confianza. y esperanza,esperanza
S110,familia,"Me cansa la comunicacion, pero sigo; tranquila. y tranquila ",calma
S125,familia,Siento un nudo por los cambios; serena. ,calma
S132,familia,Siento que con los cambios voy lento; feliz.,alegría
S042,docente,"mmm, quisiera entender la atencion para estar mejor; me frustra. y me irrita",frustración
S069,docente,"siento q, siento un nudo por los cambios; llorar.",ansiedad
S160,familia,"pues, siento que con la tarea voy lento; esperanza.",esperanza
S130,familia,"tal vez, con la escuela me siento confundida y va a mejorar.",esperanza
S134,familia,"Me cansa la evaluación, pero sigo; vacío. ",tristeza
S126,familia,"la verdad, me cansa la conducta, pero sigo; me emociona.",alegría
S064,familia,No sé cómo manejar la tarea; ánimo.,esperanza
S032,familia,Estoy intentando con la atención y va a mejorar.,esperanza
S132,familia,Con el descanso me siento agotada y llorar.,tristeza
S040,docente,"Me cansa los cambios, pero sigo; me duele. y vacio ",tristeza
S013,docente,"en fin, no se como manejar el descanso; salida. y animo",esperanza
S152,familia,"como que, hoy el descanso estuvo pesado; me acelero.",ansiedad
S106,familia,"la verdad, siento un nudo por la rutina; ansiedad.",ansiedad
S099,familia,No se como manejar la escuela; salida. ,esperanza
S063,docente,Con la atención me siento confundida y en paz. y serena,calma
S050,familia,Hoy los cambios estuvo pesado; en paz.,calma
S013,familia,Hoy la rutina estuvo pesado; miedo.,ansiedad
S061,docente,Estoy intentando con la evaluación y ilusión.,alegría
S056,familia,No sé cómo manejar la rutina; en paz.,calma
S049,docente,"no sé, estoy intentando con la tarea y frustración. y frustración",frustración
S089,docente,A ratos estoy desanimada; miedo. 😔,ansiedad
S114,docente,Siento que con la comunicacion voy lento; me irrita.,frustración
S088,docente,"o sea, quisiera entender la tarea para estar mejor; esperanza. 🥲",esperanza
S062,familia,"a veces, noo se como manejar la tarea; contenta. y ilusion 😓",alegría
S125,familia,Quisiera entender la evaluacion para estar mejor; serena.,calma
S139,familia,Estoy intentando con la atención y confianza.,esperanza
S003,familia,"siento q, hoy la rutina estuvo pesado; calma.",calma
S093,familia,"Me cansa el descanso, pero sigo; ánimo.",esperanza
S080,docente,"a veces, a ratos estoy tranquila; vacio. y me pone triste",frustración
S030,familia,"la verdad, con la atención me siento serena y confianza. 😓",calma
S120,familia,"Me cansa la atencion, pero sigo; va a mejorar. y confianza",calma
S005,familia,Quisiera entender la atención para estar mejor; miedo. 😓,ansiedad
S084,familia,"no se, siento un nudo por la conducta; tristeza.",tristeza
S120,familia,"mmm, no sé cómo manejar la conducta; va a mejorar. y salida",esperanza
S087,familia,Siento que con la conducta voy lento; me pone triste. 😓,tristeza
S069,familia,"la verdad, hoy la rutina estuvo pesado; me frustra. y me frustra",frustración
S057,familia,"siento que, siento un nudo por la tarea; me emociona. y ilusión",alegría
S105,familia,"o sea, con el descanso me siento contenta y animo.",esperanza
S055,familia,A ratos estoy tensa; me emociona. y me emociona 🥲,alegría
S042,familia,"en fin, me cansa el descanso, pero sigo; miedo. y me preocupa",ansiedad
S100,docente,A ratos estoy tranquila; frustracion.,frustración
S057,familia,"en fin, estoy intentando con la tarea y me duele.",tristeza
S137,familia,"noo sé, estoy intentando con la tarea y en paz. y respiro",calma
S072,familia,"como que, siento que con la evaluación voy lento; en paz. ",calma
S099,familia,"la verdad, quisiera entender la comunicacion para estar mejor; miedo. ",ansiedad
S017,familia,Hoy la comunicacion estuvo pesado; enojo. y frustracion 🥲,frustración
S057,docente,"o sea, siento que con la comunicacion voy lento; tranquila. ",calma
S036,familia,"tal vez, noo se como manejar la tarea; me pone triste.",tristeza
S023,docente,"siento q, con la comunicacion me siento desanimada y va a mejorar. y salida",esperanza
S097,familia,A ratos estoy serena; calma. 🥲,calma
S063,familia,Estoy intentando con la escuela y ilusion. y ilusion,alegría
S150,familia,Hoy las emociones estuvo pesado; animo.,esperanza
S135,familia,"pues, con el descanso me siento desanimada y me duele. y me duele",tristeza
S141,familia,A ratos estoy tensa; respiro.,calma
S113,docente,Siento un nudo por el descanso; me acelero.,ansiedad
S083,familia,Estoy intentando con la rutina y frustración. y frustración,frustración
S075,docente,"como q, siento un nudo por la atencion; serena. y en paz 🥲",calma
S047,docente,"mmm, siento un nudo por la escuela; en paz. y serena",calma
S010,familia,Quisiera entender la atención para estar mejor; ilusión. 🙂,alegría
S067,docente,Siento un nudo por las emociones; me preocupa.,frustración
S073,familia,"o sea, con la rutina me siento agotada y me preocupa.",ansiedad
S119,familia,"a veces, estoy intentando con los cambios y me pone triste.",tristeza
S001,familia,Estoy intentando con la atencion y me frustra. 🙂,frustración
S142,docente,Siento que con la tarea voy lento; me preocupa. y me preocupa 😔,ansiedad
S081,familia,"pues, siento un nudo por la escuela; me acelero. y me preocupa",ansiedad
S025,familia,"o sea, hoy la tarea estuvo pesado; ánimo.",esperanza
S136,docente,No se como manejar la atencion; calma.,calma
S114,familia,No se como manejar las emociones; desespero.,frustración
S018,familia,Quisiera entender las emociones para estar mejor; tranquila.,calma
S079,docente,"tal vez, me cansa la conducta, pero sigo; me preocupa.",ansiedad
S054,familia,"tal vez, con los cambios me siento desanimada y me acelero.",ansiedad
S097,familia,"o sea, me cansa los cambios, pero sigo; calma. y respiro 🥲",calma
S066,familia,"Me cansa la rutina, pero sigo; me preocupa. y nervios",frustración
S034,docente,Siento un nudo por la evaluacion; ilusion. y contenta,alegría
S022,docente,"mmm, quisiera entender la conducta para estar mejor; nervios. y ansiedad ",ansiedad
S132,familia,Hoy la escuela estuvo pesado; me preocupa. ,ansiedad
S048,familia,"la verdad, quisiera entender los cambios para estar mejor; alegría. 😓",alegría
S111,familia,Siento que con el descanso voy lento; animo.,esperanza
S085,familia,"pues, no sé cómo manejar los cambios; ansiedad.",ansiedad
S060,docente,"en fin, me cansa la escuela, pero sigo; me irrita. y me irrita",frustración
S095,familia,Siento un nudo por la escuela; confianza.,alegría
S150,familia,Siento un nudo por la evaluacion; miedo.,ansiedad
